-2.4580925,-0.8162005,-1.8093623,-1.463186,-2.7041984,-3.1483927,-1.7280765,0.3534139,-3.6963344,-5.76179,-1.7655799,-0.032693733,-5.8426166,-2.0036101,-0.8360027,-1.2791398,-4.6941714,6.329285,-4.7685385,0.056258168
-1.5937741,-1.6817973,-1.7551613,-2.0380406,1.1141971,0.94393855,-0.44650543,-3.5172899,-0.3737691,-5.5454116,-7.9841127,-0.59644103,3.583652,-11.933179,2.4688933,-1.0833206,-2.357003,-5.5947566,-4.031765,-8.785604
-2.3476253,-2.353085,0.18735383,-2.14938,-4.73837,-4.5267534,1.7906836,-3.1156337,1.9222429,6.785267,-1.3985242,0.28875828,-2.486545,-6.306927,-4.215414,-2.8635952,2.5163844,-5.069231,-3.0773134,-5.7687345
-3.6915493,2.0722077,-1.5903184,3.3206139,-2.141733,-3.266079,0.022253,-2.3809037,-3.7213395,-2.7880898,2.0592663,-5.107404,-2.5391822,-14.774545,-4.3311596,-4.1019754,-2.8354716,-5.736347,-6.2895417,-18.771772
-0.31813073,0.15500963,-1.2989036,-1.070726,-1.2887311,-3.4300086,0.31888324,-2.3367956,-0.7481422,-1.6656597,-2.002038,0.7996993,-3.1889303,-1.2457943,-2.949548,-1.6642529,-2.15377,-1.2923169,-1.4753188,-2.7240212
5.0127206,-2.2489474,-0.1864879,-3.7722073,-3.687195,0.39866152,-2.5640728,3.4609296,-1.721378,-4.973328,-4.096106,0.86470693,-3.0653307,2.442797,-2.732508,-2.3002946,4.6471496,-0.119916394,-10.021215,-6.7111306
-0.98837554,0.16585775,-1.689075,-5.146662,-5.2821,2.6878529,-1.6698054,-4.5543866,-0.8730681,-3.7071211,-3.009642,-2.020087,4.786783,2.2343075,-5.988147,0.75066566,-5.154269,-1.358953,-3.0942996,-8.378332
-1.6870599,4.197883,0.82033825,-6.5153546,-2.1101458,-0.20300493,0.3765927,-4.6124682,-5.772457,-4.802741,3.4455173,1.6104475,-3.6479962,-10.041226,-7.451817,-1.2566749,-7.6891975,-1.1131669,-3.5626233,-5.948003
-0.6115827,-1.1188401,2.4353712,0.9699915,-4.3204656,-1.4130043,-3.5304945,2.5378885,1.0497779,-1.8544694,-4.0490627,-1.09102,-0.7121961,-5.760417,-6.9750376,-0.7160055,-6.2682376,-0.2574451,-6.1808763,-4.3504267
3.7085862,-0.47558364,-3.1990159,-0.057822693,-2.1794105,-0.9102732,-2.779717,-3.114545,-3.4171753,-1.8397977,-3.386974,-2.9910889,-10.201977,-7.2681637,-1.9174706,-5.781088,-3.9657676,-1.4730822,-5.0894895,-6.1760435
-0.48170945,0.13972707,-1.4699244,-5.4095197,-1.1901993,-3.8216577,2.5612764,0.21450855,4.5725017,-7.108474,-1.4423792,-6.519219,-6.7406893,1.8095877,-1.5606178,2.5453289,-1.323789,-0.2595631,-5.0858207,-0.54254586
0.84191734,-1.2421647,-2.8451502,0.27563384,-3.2758558,-6.0287023,-2.895779,-6.251134,0.0861279,-4.1526814,-3.245418,-4.248175,-4.3077435,-0.30267793,-4.7370176,2.9051416,-7.286538,-1.8011459,-5.6915603,-2.7415903
-0.29153496,0.98112583,-2.946331,-0.8932628,-1.6871883,-2.6512687,-6.5666075,-4.0993214,-2.8421319,-0.8527575,-4.6275454,-1.298249,-8.29192,-4.8726087,-5.8880677,-0.69759315,-6.7542853,-0.9310295,-4.489765,-7.217183
-1.1181309,-0.50339746,1.858881,-4.527353,0.27863276,-0.83504087,-2.2659497,-1.9053081,1.171839,-4.2077,-1.7540988,-2.2095022,-3.4964068,-0.08880715,-6.3327975,-0.45039743,-1.1167752,-0.4971477,-3.876534,-5.0714903
0.5157625,-0.16569017,-0.7198032,-1.0505191,-1.3136643,-2.684412,-4.356965,-3.7302482,-0.4749732,-3.9372509,-0.34806263,-0.6602176,-0.38047647,0.23691358,-1.1722834,0.91488963,-0.634977,0.6232382,-2.3317022,-2.1971467
-3.8569195,2.772014,3.5969381,-7.510593,-8.716563,4.8031454,-9.572088,0.31318066,-0.6195556,-5.3155804,-5.289737,-6.83744,-5.1937966,-5.144626,-4.8663683,-0.6319724,-0.2112747,-5.177822,-13.188726,-4.949279
-1.0707003,-0.92140275,4.1312385,-7.3616343,-3.6808639,-1.8031806,2.4184551,-1.4954064,-4.461743,1.3080345,-1.8805122,0.6605421,-4.122035,-3.4820697,-5.9843326,3.5787218,-5.1753945,-3.254287,-5.174789,-9.071627
-4.749216,1.7338096,-3.725978,2.148889,-8.171928,-8.483198,5.2306385,-2.927004,-2.7812703,-6.358871,-2.8934743,-3.5701687,0.22879186,-9.560042,-0.7615565,-4.1314435,-4.640096,0.03789053,-6.8967733,-8.068002
